gv,bv,pw,positive,negative
50,-10,80,[4.892706328973873e-07 0.00010464883962413296 0.031147858127951622 1 0.0036692938301712275 1.524001390862395e-06],[0.00022283580619841814 0.6292212009429932 0.37077876925468445 0.009514518082141876 1.7105228835134767e-05 0]
50,-10,90,[7.805917334735568e-07 0.00010702127474360168 0.01378876157104969 1 0.016419030725955963 4.010196789749898e-06],[0.0015677351038902998 0.9399682879447937 0.06003173813223839 0.001341440947726369 5.0739154175971635e-06 0]
50,-10,100,[5.189848252484808e-06 0.001987410942092538 0.15275411307811737 0.8472459316253662 0.006440599448978901 7.055924470478203e-06],[0.04207542538642883 0.9579246044158936 0.0264824740588665 0.0007097689667716622 1.1689138773363084e-05 0]
50,-20,0,[0.48405903577804565 0.5159409642219543 0.020552994683384895 0.0055059632286429405 0.0001686798786977306 3.0593332667194773e-06],[0.00014295663277152926 0.027159439399838448 0.20304065942764282 0.7969592809677124 0.02587546594440937 8.50949072628282e-05]
50,-20,10,[8.184934813471045e-06 0.02864941395819187 0.6451705098152161 0.35482943058013916 0.0008747195242904127 6.068829861760605e-06],[4.610133146343287e-07 6.033535464666784e-05 0.019698427990078926 1 0.006887813564389944 2.700066715988214e-06]
50,-20,20,[3.8007488001312595e-06 0.011644192971289158 0.6548886895179749 0.34511131048202515 0.0003643308882601559 2.0224279069225304e-06],[5.599339374384726e-07 0.0001364752242807299 0.07336392253637314 1 0.0011812371667474508 1.0071258884636336e-06]
50,-20,30,[2.3711663743597455e-06 0.005240960977971554 0.5994677543640137 0.4005322754383087 0.0002855466154869646 1.1751207011911902e-06],[6.585418077520444e-07 0.00023723440244793892 0.09450585395097733 0.9054940938949585 0.0005139037384651601 5.98987298872089e-07]
50,-20,40,[1.3648185586134787e-06 0.0020132726058363914 0.47680041193962097 0.5231995582580566 0.00030104900361038744 9.340776614408242e-07],[1.0474154805706348e-06 0.00086464878404513 0.34666916728019714 0.6533308625221252 0.00022161506058182567 4.950713332618761e-07]
50,-20,50,[1.1837123565783259e-06 0.001495242235250771 0.4716157913208008 0.5283841490745544 0.00021126541832927614 6.307330977506354e-07],[1.8120739468940883e-06 0.0030593571718782187 0.71970534324646 0.28029459714889526 7.292014197446406e-05 2.977684800953284e-07]
50,-20,60,[5.913178142691322e-07 0.00024265266256406903 0.09025135636329651 0.9097486734390259 0.0006675924523733556 8.577947028243216e-07],[4.598777650244301e-06 0.013941068202257156 0.8805104494094849 0.11948959529399872 6.13313022768125e-05 3.5121260566484125e-07]
50,-20,70,[4.6719452484467183e-07 0.00012281206727493554 0.05379554256796837 1 0.0014222239842638373 9.902796591632068e-07],[2.399837649136316e-05 0.07116489112377167 0.9288350939750671 0.05534897744655609 4.0129205444827676e-05 0]
50,-20,80,[4.2064888816639723e-07 6.434513488784432e-05 0.020110761746764183 1 0.004235561471432447 1.4704369277751539e-06],[0.00016663174028508365 0.4347584545612335 0.5652415752410889 0.018895089626312256 2.8138634661445394e-05 0]
50,-20,90,[6.969202104301075e-07 7.458368054358289e-05 0.01030183769762516 1 0.018449941650032997 4.119182904105401e-06],[0.0013974928297102451 0.896905779838562 0.10309424996376038 0.002673774491995573 8.267647899629083e-06 0]
50,-20,100,[4.766646270581987e-06 0.0011726190568879247 0.10855498164892197 0.891444981098175 0.007831215858459473 8.003868060768582e-06],[0.05713691934943199 0.9428631067276001 0.056186042726039886 0.0027875807136297226 5.323812001734041e-05 0]
50,-30,0,[0.6588841080665588 0.34111592173576355 0.01647173799574375 0.004563100636005402 0.00014775381714571267 2.307187514816178e-06],[1.2023931958538014e-05 0.000593052594922483 0.033773113042116165 0.9388443231582642 0.06115562096238136 0.0003555484872777015]
50,-30,10,[9.477665116719436e-06 0.03191547095775604 0.6313644051551819 0.3686356246471405 0.00100793712772429 7.060835741867777e-06],[3.5865457448380766e-07 2.6672247258829884e-05 0.006985727231949568 1 0.018977154046297073 4.406743755680509e-06]
50,-30,20,[4.019253537990153e-06 0.008939835242927074 0.5654168725013733 0.4345831573009491 0.0005158506100997329 2.680445277292165e-06],[2.547123472140811e-07 1.808544220693875e-05 0.00819799117743969 1 0.006980580277740955 1.723395257613447e-06]
50,-30,30,[3.2436716992378933e-06 0.007911690510809422 0.5984377861022949 0.4015622138977051 0.00037471228279173374 1.5821575516383746e-06],[4.430600881732971e-07 8.742431964492425e-05 0.04456992819905281 1 0.0017797189066186547 9.9779913398379e-07]
50,-30,40,[1.4944018857931951e-06 0.0020423121750354767 0.43797653913497925 0.5620234608650208 0.00036957362317480147 1.095486027224979e-06],[5.582444373430917e-07 0.0001715041435090825 0.07428355515003204 0.9257164001464844 0.0006727330619469285 6.738107458659215e-07]
50,-30,50,[1.4461446653513121e-06 0.0018839953700080514 0.4767118990421295 0.5232880711555481 0.0002362774539506063 7.397667900477245e-07],[1.1911886304005748e-06 0.0006695521879009902 0.3240832984447479 0.6759166717529297 0.00020603911252692342 5.022330924475682e-07]
50,-30,60,[6.763863780179236e-07 0.0002918921527452767 0.09459859877824783 0.905401349067688 0.0007411579717881978 9.710506674309727e-07],[3.713642854563659e-06 0.005799599923193455 0.7297967076301575 0.2702033221721649 0.00012738541408907622 5.616341240965994e-07]
50,-30,70,[5.434801551018609e-07 0.00015085359336808324 0.057473089545965195 1 0.0015790583565831184 1.1171670166731928e-06],[2.2557800548383966e-05 0.06721949577331543 0.9376970529556274 0.06230295076966286 7.037306932033971e-05 5.139316954227979e-07]
50,-30,80,[4.889682827524666e-07 8.32865625852719e-05 0.023865768685936928 1 0.00441923039034009 1.6464056216136669e-06],[0.00016810427769087255 0.322763592004776 0.6772364377975464 0.03478441387414932 5.033657362218946e-05 5.407236471910437e-07]
50,-30,90,[8.056730393946054e-07 9.40047248150222e-05 0.011787697672843933 1 0.01912514865398407 4.662017545342678e-06],[0.0016733824741095304 0.8702134490013123 0.12978655099868774 0.004193976521492004 1.3104813660902437e-05 0]
50,-30,100,[6.071531515772222e-06 0.0015676474431529641 0.1150837317109108 0.8849162459373474 0.009034119546413422 1.0332179954275489e-05],[0.09894930571317673 0.9010506868362427 0.07292335480451584 0.006301640998572111 0.0001847802777774632 2.1513567389774835e-06]
50,-40,0,[0.7704519629478455 0.22954803705215454 0.014324503019452095 0.0046067144721746445 0.00017890676099341363 3.1245303944160696e-06],[6.961808139749337e-06 9.474232501816005e-05 0.004493224900215864 0.6970686912536621 0.3029313087463379 0.005736212246119976]
50,-40,10,[9.67399864748586e-06 0.026734918355941772 0.5863341093063354 0.41366586089134216 0.0013341133017092943 9.228670933225658e-06],[3.414907325804961e-07 1.5460647773579694e-05 0.002992515219375491 1 0.051898326724767685 9.400493581779301e-06]
50,-40,20,[4.138468284509145e-06 0.007260950282216072 0.5038718581199646 0.4961281716823578 0.0007306932238861918 3.5377001950109843e-06],[2.4029142764447897e-07 1.1299607649561949e-05 0.0036944313906133175 1 0.018770962953567505 3.1526772090728628e-06]
50,-40,30,[3.1642912290408276e-06 0.004251963458955288 0.43822726607322693 0.5617727041244507 0.0006353615899570286 2.267091758767492e-06],[2.1486003731752135e-07 1.0204619684373029e-05 0.0032766619697213173 1 0.015227587893605232 2.250388206448406e-06]
50,-40,40,[1.954085064426181e-06 0.002816399559378624 0.4371466636657715 0.5628533959388733 0.0005158615531399846 1.5608234207320493e-06],[4.385640579585015e-07 9.095288260141388e-05 0.04981210455298424 1 0.001908963080495596 1.0914917538684676e-06]
50,-40,50,[1.5135191233639489e-06 0.0015850892523303628 0.40606221556663513 0.5939377546310425 0.0003430455399211496 9.89344812296622e-07],[8.090781307146244e-07 0.0002326520043425262 0.11120952665805817 0.888790488243103 0.0005388314602896571 7.760137918921828e-07]
50,-40,60,[7.228175604723219e-07 0.0002670252288226038 0.08097474277019501 0.9190252423286438 0.0010066208196803927 1.2346255289230612e-06],[2.864868747565197e-06 0.0023161142598837614 0.4987478256225586 0.5012521743774414 0.00029163656290620565 9.103018214773329e-07]
50,-40,70,[5.855563927070762e-07 0.00015344558050855994 0.05675811320543289 1 0.002061169594526291 1.4476470369118033e-06],[1.6904310541576706e-05 0.03119310736656189 0.8726601600646973 0.12733988463878632 0.00013548148854169995 8.533032769264537e-07]
50,-40,80,[5.496778499036736e-07 8.520310802850872e-05 0.02274613082408905 1 0.00626377621665597 2.30457476391166e-06],[0.00016789873188827187 0.23928824067115784 0.7607117295265198 0.055520541965961456 9.317544754594564e-05 9.65632580118836e-07]
50,-40,90,[8.93688820724492e-07 9.530331590212882e-05 0.01106279343366623 1 0.02708434872329235 6.782807304261951e-06],[0.00183674821164459 0.825777530670166 0.17422249913215637 0.007152701262384653 2.515404594305437e-05 4.7502294364676345e-07]
50,-40,100,[6.630290499742841e-06 0.0013158838264644146 0.0880836620926857 0.9119163155555725 0.01462695561349392 1.6973690435406752e-05],[0.13727602362632751 0.8047419786453247 0.0579819418489933 0.011133984662592411 0.0005049644387327135 6.840924015705241e-06]
50,-50,0,[1 0.037194542586803436 0.001146454131230712 0.0005015044589526951 5.387933197198436e-05 0],[1.7358705008518882e-05 4.1596438677515835e-05 0.0007737549021840096 0.20991046726703644 0.5025492310523987 0.2875403165817261]
50,-50,10,[1.2959565538039897e-05 0.03327193856239319 0.5962063670158386 0.40379366278648376 0.0012674324680119753 1.050853643391747e-05],[4.3645368918987515e-07 1.5721325326012447e-05 0.0023115642834454775 1 0.07033668458461761 1.3916028365201782e-05]
50,-50,20,[5.071132818557089e-06 0.00833779014647007 0.5319663882255554 0.4680335521697998 0.0006351576303131878 3.649988457254949e-06],[2.99966558259257e-07 1.320678256888641e-05 0.003808401059359312 1 0.018184397369623184 3.5262903566035675e-06]
50,-50,30,[3.5438911254459526e-06 0.004963344428688288 0.5119911432266235 0.48800891637802124 0.0004838730674237013 2.069867605314357e-06],[3.006286704021477e-07 1.9511548089212738e-05 0.007362253963947296 1 0.007184550631791353 1.7413336763638654e-06]
50,-50,40,[2.0956838397978572e-06 0.0021932637318968773 0.42394983768463135 0.5760501623153687 0.0004800770548172295 1.6293519138343981e-06],[4.181842712114303e-07 5.347439582692459e-05 0.029930511489510536 1 0.0023651830852031708 1.2226795433889492e-06]
50,-50,50,[2.2979888854024466e-06 0.001994094578549266 0.46853509545326233 0.5314648747444153 0.00032225652830675244 1.284514269173087e-06],[1.6902732795642805e-06 0.0005883828271180391 0.24236951768398285 0.7576305270195007 0.0003636791370809078 1.0384611641711672e-06]
50,-50,60,[8.97675022315525e-07 0.0003173469449393451 0.1001739427447319 0.8998261094093323 0.0009137156303040683 1.3721236200581188e-06],[3.818206550931791e-06 0.0034743607975542545 0.6106530427932739 0.38934698700904846 0.0002555799437686801 1.0203614237980219e-06]
50,-50,70,[7.190733981587982e-07 0.00016826239880174398 0.059957344084978104 1 0.0019903574138879776 1.631348141017952e-06],[2.14724332181504e-05 0.041970543563365936 0.9017085433006287 0.09829144179821014 0.000130369677208364 9.517976877759793e-07]
50,-50,80,[6.592134127458849e-07 9.212775330524892e-05 0.023954328149557114 1 0.005916696973145008 2.515942696845741e-06],[0.00019670059555210173 0.3177213966846466 0.6822786331176758 0.041734032332897186 8.500018884660676e-05 9.960137958842097e-07]
50,-50,90,[1.1272226174696698e-06 9.675516048446298e-05 0.009764458984136581 1 0.029658060520887375 7.971802006068174e-06],[0.0018245922401547432 0.8738078474998474 0.1261921525001526 0.004738873336464167 2.0701756511698477e-05 4.217792195504444e-07]
50,-50,100,[1.7973745343624614e-05 0.0015831657219678164 0.06515496224164963 0.9348450899124146 0.03217258304357529 6.854375533293933e-05],[0.405943363904953 0.5455693006515503 0.04848736524581909 0.00872727669775486 0.0008546726312488317 1.3738006600760855e-05]
50,-60,0,[1 0.01664096675813198 0.0004774339322466403 0.00014741040649823844 1.0893306352954824e-05 0],[8.760923719819402e-07 1.297782205256226e-06 1.8961778550874442e-05 0.012180520221590996 0.6092826128005981 0.39071738719940186]
50,-60,10,[4.773586260853335e-05 0.07763910293579102 0.5798024535179138 0.34255844354629517 0.0013957277406007051 1.7868778741103597e-05],[3.1325984650720784e-07 2.971324647660367e-06 0.00016372963727917522 0.3459230661392212 0.6540769934654236 0.00029797045863233507]
50,-60,20,[1.7792817743611522e-05 0.03631478175520897 0.599875271320343 0.40012475848197937 0.0006966791115701199 6.211555955815129e-06],[2.561538963163912e-07 2.597882030386245e-06 0.0001950544974533841 0.5648290514945984 0.4351709485054016 8.167327905539423e-05]
50,-60,30,[1.200618498842232e-05 0.023513372987508774 0.6061588525772095 0.3938411772251129 0.0004825224168598652 3.292227575002471e-06],[0 3.074604364883271e-06 0.000279891217360273 0.7858251929283142 0.2141747772693634 2.96503676509019e-05]
50,-60,40,[6.753081379429204e-06 0.01167379505932331 0.5617135763168335 0.4382864534854889 0.00042870992911048234 2.4819091777317226e-06],[0 3.837246367766056e-06 0.0005141580477356911 0.9203847050666809 0.07961525022983551 1.2063641406712122e-05]
50,-60,50,[8.258564776042476e-06 0.013664196245372295 0.6175748109817505 0.3824252188205719 0.0002786408585961908 1.9375818283151602e-06],[2.650695876127429e-07 6.136574938864214e-06 0.0011386278783902526 1 0.042925842106342316 6.727058917022077e-06]
50,-60,60,[1.4293805179477204e-06 0.0005751944845542312 0.09882456064224243 0.9011754393577576 0.0017246942734345794 2.6888083084486425e-06],[1.0748751719802385e-06 0.00022600713418796659 0.0679965689778328 1 0.0031354008242487907 2.342782408959465e-06]
50,-60,70,[2.2032024844520492e-06 0.0007115641492418945 0.07697980850934982 0.9230202436447144 0.0029708510264754295 4.400335001264466e-06],[2.94044161819329e-06 0.0004713574016932398 0.08896224945783615 1 0.004589813761413097 4.839358552999329e-06]
50,-60,80,[2.0822965325351106e-06 0.0004142496327403933 0.06195555627346039 1 0.007454300299286842 6.949765065655811e-06],[2.0902734831906855e-05 0.005839467979967594 0.2942759692668915 0.7057240605354309 0.0022493067663162947 7.508202997996705e-06]
50,-60,90,[3.507225756038679e-06 0.0005125990719534457 0.04285765811800957 1 0.021294118836522102 1.7032589312293567e-05],[0.0007198833045549691 0.348746657371521 0.584816575050354 0.06643669307231903 0.00028360760188661516 6.551230853801826e-06]
50,-60,100,[0.00015659640484955162 0.029445813968777657 0.31966373324394226 0.6803362965583801 0.016415687277913094 0.00015394616639241576],[0.08574101328849792 0.5157822966575623 0.2600589692592621 0.13841770589351654 0.014806789346039295 0.0005422150134108961]
50,-70,0,[1 0.01954561471939087 0.0005982406437397003 0.00015871554205659777 9.636719369154889e-06 0],[0 0 8.69639370648656e-06 0.0058519369922578335 0.6456376314163208 0.3543623685836792]
50,-70,10,[6.731736357323825e-05 0.10229887068271637 0.5737398862838745 0.3239612281322479 0.0013146261917427182 1.7907206711242907e-05],[0 1.753592187014874e-06 7.00320306350477e-05 0.1556045264005661 0.8443954586982727 0.0006270752637647092]
50,-70,20,[2.529358971514739e-05 0.048245590180158615 0.6113566160202026 0.38864338397979736 0.0006861640722490847 6.460037639044458e-06],[0 1.62153230576223e-06 8.154036186169833e-05 0.2735607326030731 0.7264392375946045 0.00018853908113669604]
50,-70,30,[1.5186868949967902e-05 0.027078520506620407 0.5981251001358032 0.401874840259552 0.0005047324229963124 3.402313723199768e-06],[0 2.1176610971451737e-06 0.00012838961265515536 0.5136331915855408 0.48636677861213684 6.817550456617028e-05]
50,-70,40,[8.765372513153125e-06 0.016234518960118294 0.5905910730361938 0.40940895676612854 0.00041704325121827424 2.5526649096718756e-06],[0 2.640412503751577e-06 0.00022299675038084388 0.7574118971824646 0.2425881177186966 2.741038588283118e-05]
50,-70,50,[9.898444659484085e-06 0.0165739543735981 0.6377854943275452 0.36221450567245483 0.0002482373674865812 1.8610620600156835e-06],[2.501272433619306e-07 3.735833161044866e-06 0.00040604060632176697 0.9173809885978699 0.08261895179748535 1.4698938684887253e-05]
50,-70,60,[3.5663774724525865e-06 0.002041332656517625 0.23627659678459167 0.7637233734130859 0.0011314129224047065 3.4454878914402798e-06],[4.541840041838441e-07 1.8555854694568552e-05 0.003950519487261772 1 0.026631126180291176 5.872857400390785e-06]
50,-70,70,[1.2187213087599957e-06 0.0002955735835712403 0.05717823654413223 1 0.004797415342181921 3.863260644720867e-06],[3.662571998575004e-06 0.0010007221717387438 0.09934931248426437 0.900650680065155 0.003089557634666562 3.657929482869804e-06]
50,-70,80,[2.6531006369623356e-06 0.0005214357515797019 0.06861541420221329 1 0.008138850331306458 8.27230451250216e-06],[7.775717676850036e-06 0.0010196969378739595 0.065840944647789 0.9341590404510498 0.007945002056658268 1.1037682270398363e-05]
50,-70,90,[4.598362011165591e-06 0.0006892388919368386 0.05279666557908058 1 0.020984966307878494 1.9807710486929864e-05],[0.00032200204441323876 0.10650166124105453 0.6695412993431091 0.22395704686641693 0.0007040243945084512 1.1668521437968593e-05]
50,-70,100,[0.00023385921667795628 0.03912578895688057 0.3466345965862274 0.6533653736114502 0.015887048095464706 0.00018501868180464953],[0.010715067386627197 0.05985003337264061 0.33707714080810547 0.6030727624893188 0.03321857377886772 0.0008902435074560344]
50,-80,0,[1 0.015865957364439964 0.000505335396155715 0.00013587952707894146 8.445384082733653e-06 0],[0 0 6.654834123764886e-06 0.003487219801172614 0.5441409945487976 0.45585897564888]
50,-80,10,[8.060265827225521e-05 0.12958289682865143 0.5720956325531006 0.2983214855194092 0.0012298042420297861 1.878970579127781e-05],[0 1.5243128927977523e-06 5.351684012566693e-05 0.10147877782583237 0.8985211849212646 0.0010111917508766055]
50,-80,20,[2.7272504667053e-05 0.05198213458061218 0.6166572570800781 0.38334280252456665 0.0006931284442543983 7.082505362632219e-06],[0 1.65172559718485e-06 7.77419118094258e-05 0.2226380705833435 0.7773619294166565 0.0002600623993203044]
50,-80,30,[1.8005834135692567e-05 0.03608083352446556 0.6363151669502258 0.36368486285209656 0.0004839595640078187 3.694033694046084e-06],[0 1.953685568878427e-06 0.00010169718007091433 0.38485613465309143 0.6151438355445862 0.00011084401921834797]
50,-80,40,[1.021292609948432e-05 0.019190765917301178 0.5986523032188416 0.40134772658348083 0.0004550464218482375 3.052797637792537e-06],[0 2.8452523110900074e-06 0.0002128946071024984 0.6679519414901733 0.33204808831214905 4.5559390855487436e-05]
50,-80,50,[1.334399166807998e-05 0.026544872671365738 0.6934583783149719 0.30654165148735046 0.00022865548089612275 2.0378490717121167e-06],[3.081611339439405e-07 4.160235221206676e-06 0.0003806757740676403 0.8647679686546326 0.1352320909500122 2.4163222406059504e-05]
50,-80,60,[4.41738393419655e-06 0.0028808838687837124 0.29379770159721375 0.7062023282051086 0.0010337005369365215 3.7755573885078775e-06],[5.397112090577139e-07 2.016722828557249e-05 0.0038327255751937628 1 0.035566601902246475 8.236001121986192e-06]
50,-80,70,[3.4998379305761773e-06 0.0012616160092875361 0.11775866150856018 0.8822413086891174 0.002755759283900261 5.572876489168266e-06],[2.02086312128813e-06 0.00016370584489777684 0.027530143037438393 1 0.0142457764595747 8.435325071332045e-06]
50,-80,80,[1.4521656339638866e-06 0.00022237033408600837 0.033845946192741394 1 0.012838439084589481 7.824860404070932e-06],[2.6902960598818026e-05 0.009338625706732273 0.3234819173812866 0.6765180230140686 0.0026136264204978943 8.37300922285067e-06]
50,-80,90,[4.941820407111663e-06 0.0006801759591326118 0.05092908442020416 1 0.024598684161901474 2.352552837692201e-05],[0.0005098078981973231 0.1460433304309845 0.6537198424339294 0.20023684203624725 0.0007729406352154911 1.4022584764461499e-05]
50,-80,100,[0.00023481390962842852 0.03298959508538246 0.318256676197052 0.6817433834075928 0.01991652324795723 0.00024003461294341832],[0.036692824214696884 0.13430067896842957 0.3720885217189789 0.49361082911491394 0.03640720993280411 0.0011407712008804083]
50,-90,0,[1 0.019518863409757614 0.0005726739764213562 0.0001544214755995199 1.0306814147043042e-05 0],[0 0 2.929251650130027e-06 0.0009899868164211512 0.2628270387649536 0.7371729612350464]
50,-90,10,[8.484575664624572e-05 0.08938027918338776 0.4980650544166565 0.41255462169647217 0.002087036380544305 3.1416020647156984e-05],[0 1.249494403054996e-06 3.4269072784809396e-05 0.07497753947973251 1 0.003685835050418973]
50,-90,20,[3.742766421055421e-05 0.054510120302438736 0.5428405404090881 0.4571594297885895 0.0010500038042664528 1.1135429303976707e-05],[0 1.1783565696532605e-06 3.8541089452337474e-05 0.07205938547849655 0.9279406070709229 0.0011288649402558804]
50,-90,30,[2.126163599314168e-05 0.03200477734208107 0.5449110865592957 0.45508885383605957 0.0007370866369456053 5.532133855012944e-06],[0 1.7117436073021963e-06 6.736398063367233e-05 0.2004818469285965 0.7995181083679199 0.0003105132782366127]
50,-90,40,[1.2737105862470344e-05 0.017838528379797935 0.49979686737060547 0.5002031326293945 0.0007039406336843967 4.487882506509777e-06],[0 2.0836678231717087e-06 9.807142487261444e-05 0.30727845430374146 0.6927215456962585 0.00018601317424327135]
50,-90,50,[1.961257657967508e-05 0.03148140758275986 0.6316014528274536 0.36839860677719116 0.00032019306672737 2.944217158074025e-06],[3.484130957076559e-07 3.1871068131295033e-06 0.00015816628001630306 0.47175461053848267 0.5282453894615173 0.00014181043661665171]
50,-90,60,[4.933751824864885e-06 0.0027511254884302616 0.22964924573898315 0.7703507542610168 0.0015159492613747716 5.1971546781715006e-06],[5.223934067544178e-07 1.3324913197720889e-05 0.0015995982103049755 0.9368122816085815 0.06318771839141846 2.1917296180617996e-05]
50,-90,70,[3.817962806351716e-06 0.001262071542441845 0.09589675068855286 0.9041032195091248 0.0038107880391180515 7.2361744969384745e-06],[1.4703267652294016e-06 7.476843893527985e-05 0.00981361884623766 1 0.040325459092855453 1.639411857468076e-05]
50,-90,80,[3.674485242299852e-06 0.0007063552038744092 0.07140663266181946 1 0.010933594778180122 1.3032301467319485e-05],[5.501626674231375e-06 0.0003727350849658251 0.03529142960906029 1 0.03151921182870865 2.972937363665551e-05]
50,-90,90,[2.8183656013425207e-06 0.00026869424618780613 0.016553597524762154 1 0.05956258997321129 3.6053857911610976e-05],[0.000849749892950058 0.2893677353858948 0.564821720123291 0.14581049978733063 0.0009253057651221752 1.8891418221755885e-05]
50,-90,100,[0.0002112013753503561 0.02581479586660862 0.2551688849925995 0.7448310852050781 0.028370020911097527 0.00032852008007466793],[0.004924442619085312 0.021226566284894943 0.14014717936515808 0.8030989766120911 0.05675389617681503 0.0030850013718008995]
50,-100,0,[1 0.0014038585359230638 3.368320540175773e-05 2.4266841137432493e-05 7.668360012758058e-06 0],[1.5577570877667313e-07 0 0 2.62525531979918e-06 0.0008596978150308132 1]
50,-100,10,[0.00021170168474782258 0.13261926174163818 0.39699116349220276 0.47038957476615906 0.00382791506126523 7.55032742745243e-05],[0 7.002716415627219e-07 9.956887879525311e-06 0.010199402458965778 0.9302424192428589 0.06975753605365753]
50,-100,20,[7.337522401940078e-05 0.06399177759885788 0.4499543309211731 0.5500456690788269 0.0018292027525603771 2.3695560230407864e-05],[0 6.820376938776462e-07 1.2223016710777301e-05 0.01988605037331581 1 0.03271765261888504]
50,-100,30,[4.863537469645962e-05 0.04308188334107399 0.45147669315338135 0.5485232472419739 0.0013304684543982148 1.2122199223085772e-05],[0 7.723573389739613e-07 1.4189192370395176e-05 0.03085908107459545 1 0.015001668594777584]
50,-100,40,[2.5275545340264216e-05 0.02066303975880146 0.3952053189277649 0.6047947406768799 0.0012466695625334978 9.190883247356396e-06],[0 1.0753246897365898e-06 2.4250492060673423e-05 0.06637903302907944 1 0.005235678981989622]
50,-100,50,[4.210297265672125e-05 0.02703041583299637 0.410243958234787 0.5897560715675354 0.0007234120857901871 7.476572136511095e-06],[5.246603791420057e-07 2.4108703655656427e-06 6.295690400293097e-05 0.13544277846813202 0.8645572662353516 0.00215094443410635]
50,-100,60,[8.225057172239758e-06 0.0027418427634984255 0.1455792784690857 0.8544207215309143 0.002838244428858161 1.044841883413028e-05],[9.528062037134077e-07 1.039990547724301e-05 0.0005153145757503808 0.6253862380981445 0.3746137320995331 0.0003408939519431442]
50,-100,70,[6.2423987401416525e-06 0.001331379055045545 0.061987683176994324 0.9380123615264893 0.006934193428605795 1.4751743947272189e-05],[2.776208248178591e-06 5.66489361517597e-05 0.0034283874556422234 0.8821474313735962 0.11785262823104858 0.00016465017688460648]
50,-100,80,[6.395872333087027e-06 0.000851782038807869 0.05781034007668495 1 0.016853604465723038 2.6168787371716462e-05],[1.1439680747571401e-05 0.0002916649973485619 0.014974377118051052 0.9317668080329895 0.06823322176933289 0.0002543486189097166]
50,-100,90,[1.1415509106882382e-05 0.001052357372827828 0.04193904623389244 1 0.045586179941892624 7.013443973846734e-05],[0.0004337094724178314 0.03473595902323723 0.2361857295036316 0.7638142108917236 0.010655677877366543 0.00017984569421969354]
50,-100,100,[0.0008633252582512796 0.026738781481981277 0.10984833538532257 0.8273023962974548 0.06284928321838379 0.003307078732177615],[0.10884608328342438 0.051870252937078476 0.09123549610376358 0.5702419877052307 0.16477908194065094 0.06489735096693039]
60,0,0,[0.5960841774940491 0.4039158225059509 0.004525516647845507 0.0011657922295853496 0.0001432581339031458 7.579351404274348e-06],[0.9500041604042053 0.04999583587050438 0.00033158474252559245 0.0001077745109796524 1.2084909940313082e-05 0]
60,0,10,[1.387065822200384e-05 0.08397061377763748 0.7442078590393066 0.25579220056533813 0.001124076428823173 9.64571245276602e-06],[7.024900696706027e-06 0.017474059015512466 0.4813995361328125 0.5186004638671875 0.0010633841156959534 3.7668125969503308e-06]
60,0,20,[5.438475909613771e-06 0.030096223577857018 0.7520346641540527 0.24796538054943085 0.00044288308708928525 2.827111302394769e-06],[5.2415539357753005e-06 0.019996996968984604 0.6865334510803223 0.31346654891967773 0.0002622243482619524 1.29316094898968e-06]
60,0,30,[3.938906502298778e-06 0.021153539419174194 0.761720597743988 0.23827935755252838 0.0003069019876420498 1.617791895114351e-06],[6.238279183889972e-06 0.03695565089583397 0.8199260234832764 0.18007399141788483 0.00013485168165061623 7.465249609595048e-07]
60,0,40,[2.4306127670570277e-06 0.009737804532051086 0.7151155471801758 0.28488442301750183 0.0002975196111947298 1.2781656550941989e-06],[8.813830390863586e-06 0.09333032369613647 0.9240902066230774 0.0759098082780838 7.618607924086973e-05 5.435268235487456e-07]
60,0,50,[1.8617265595821664e-06 0.004434455186128616 0.5761367678642273 0.42386317253112793 0.0003851815708912909 1.3084174952382455e-06],[2.6065554266097024e-05 0.4866269528865814 0.513373076915741 0.016747847199440002 1.7783981093089096e-05 0]
60,0,60,[1.4515967450279277e-06 0.0018411213532090187 0.37733450531959534 0.6226654648780823 0.0005763872759416699 1.511902723905223e-06],[5.501815758179873e-05 0.6148313283920288 0.3851686716079712 0.011234830133616924 1.4046209798834752e-05 0]
60,0,70,[8.636048391963413e-07 0.0003186423855368048 0.08541743457317352 1 0.0022769488859921694 2.109834667862742e-06],[0.000188879988854751 0.7204996347427368 0.2795003652572632 0.009306725114583969 1.8517786884331144e-05 0]
60,0,80,[7.575616791655193e-07 0.00014879587979521602 0.033328551799058914 1 0.006706200074404478 3.2363823265768588e-06],[0.001171122188679874 0.9099835753440857 0.09001640230417252 0.0031896396540105343 1.0964709872496314e-05 0]
60,0,90,[1.2044698678437271e-06 0.0001349548256257549 0.013393590226769447 1 0.0328064002096653 1.001686632662313e-05],[0.006505642086267471 1 0.030316216871142387 0.000374911556718871 2.442671302560484e-06 0]
60,0,100,[1.714054997137282e-05 0.002105452585965395 0.08554232120513916 0.9144576191902161 0.03998696431517601 9.854998643277213e-05],[0.8828645348548889 0.11713551729917526 0.0002650813839863986 8.648233233543579e-06 0 0]
60,-10,0,[0.17551763355731964 0.8244823217391968 0.04053378477692604 0.015153159387409687 0.0007174996426329017 2.3393660740111955e-05],[0.035362500697374344 0.7518922686576843 0.16083264350891113 0.08727506548166275 0.005525841377675533 8.655455894768238e-05]
