gv,bv,pw,positive,negative
60,-10,10,[7.612343324581161e-06 0.021848328411579132 0.5497520565986633 0.45024797320365906 0.0015774377388879657 9.235547622665763e-06],[1.3493748838300235e-06 0.0006521365139633417 0.07999259233474731 0.9200074076652527 0.0030262754298746586 3.325306124679628e-06]
60,-10,20,[2.844042910510325e-06 0.0053490097634494305 0.46328774094581604 0.5367122888565063 0.0008000886300578713 3.215361175534781e-06],[1.2403721711962135e-06 0.0008375743636861444 0.18544018268585205 0.8145598769187927 0.0007662915741093457 1.334985768153274e-06]
60,-10,30,[2.1913715499977116e-06 0.003913647960871458 0.44906890392303467 0.5509310960769653 0.0006034430116415024 1.986312781809829e-06],[1.6693121551725199e-06 0.0019003544002771378 0.3535807430744171 0.6464192271232605 0.0003844593884423375 8.814964758130373e-07]
60,-10,40,[1.4369625205290504e-06 0.0019815273117274046 0.36571237444877625 0.6342876553535461 0.0006258910871110857 1.6199464880628511e-06],[2.4702310383872828e-06 0.005942355375736952 0.6438902020454407 0.3561098277568817 0.00019729911582544446 7.082529123181303e-07]
60,-10,50,[9.128677334047097e-07 0.0006363330758176744 0.16141986846923828 0.8385801315307617 0.0008273632847703993 1.3975276260680403e-06],[4.318057563068578e-06 0.018596017733216286 0.8673507571220398 0.132649227976799 7.886832463555038e-05 4.443939474185754e-07]
60,-10,60,[8.631693617644487e-07 0.0005043731071054935 0.1371532678604126 0.8628467321395874 0.0009482752648182213 1.506484295532573e-06],[1.1449146768427454e-05 0.07965201139450073 0.9469959735870361 0.05300402641296387 5.483773929881863e-05 4.1405340311939653e-07]
60,-10,70,[5.334305797077832e-07 0.00012547742517199367 0.035128816962242126 1 0.00361824338324368 2.1143353023944655e-06],[5.529593181563541e-05 0.20546430349349976 0.7945356965065002 0.04638909921050072 6.105764623498544e-05 5.19591424108512e-07]
60,-10,80,[4.937091375722957e-07 7.14484485797584e-05 0.015677660703659058 1 0.009419177658855915 3.140920625810395e-06],[0.00029698832076974213 0.5746558904647827 0.4253441393375397 0.0186478141695261 4.3292533518979326e-05 4.47394285174596e-07]
60,-10,90,[7.774374353175517e-07 7.520917279180139e-05 0.007754663471132517 1 0.03398377075791359 7.837116754672024e-06],[0.002050457987934351 0.9214697480201721 0.07853023707866669 0.0026679125148802996 1.2320833775447682e-05 0]
60,-10,100,[4.3682825889845844e-06 0.0006764148129150271 0.046039264649152756 0.9539607167243958 0.022029047831892967 1.8975462808157317e-05],[0.08750351518392563 0.9124965071678162 0.031441450119018555 0.0012015749234706163 3.532726623234339e-05 0]
60,-20,0,[0.3272208869457245 0.6431552171707153 0.02962390147149563 0.020959841087460518 0.0008407989516854286 2.3758051611366682e-05],[0.00012763588165398687 0.013009930029511452 0.1229800134897232 0.877020001411438 0.05229309946298599 0.00023091868206392974]
60,-20,10,[5.725461505790008e-06 0.009000730700790882 0.4129064679145813 0.5870934724807739 0.00195466261357069 9.383002179674804e-06],[4.343454804711655e-07 4.2642779590096325e-05 0.012752351351082325 1 0.013058649376034737 4.155732767685549e-06]
60,-20,20,[2.76080777439347e-06 0.003733768593519926 0.4131820797920227 0.5868179202079773 0.0007872726419009268 3.017873723365483e-06],[4.655073837511736e-07 7.977457426022738e-05 0.04212547838687897 1 0.0023223720490932465 1.4309225662145764e-06]
60,-20,30,[1.918184580063098e-06 0.002239002613350749 0.36856192350387573 0.6314380764961243 0.0005937328678555787 1.7888587535708211e-06],[5.340767756933928e-07 0.00013797088467981666 0.07892907410860062 1 0.0010407604277133942 8.632044909973047e-07]
60,-20,40,[1.1957273500229348e-06 0.0010301992297172546 0.27431565523147583 0.7256842851638794 0.0006180225755088031 1.411331822964712e-06],[9.33528440327791e-07 0.0005308157415129244 0.20179049670696259 0.7982094883918762 0.0004470913845580071 7.530154562118696e-07]
60,-20,50,[6.975249107199488e-07 0.00028535426827147603 0.09219907224178314 0.9078009128570557 0.0008384996908716857 1.1621009434747975e-06],[1.778065666258044e-06 0.0017218056600540876 0.5232833027839661 0.47671666741371155 0.00016676053928676993 5.438558901005308e-07]
60,-20,60,[6.668156515843293e-07 0.0002452515182085335 0.08140529692173004 0.9185947179794312 0.0009664300596341491 1.2910850273328833e-06],[4.751384039991535e-06 0.011969376355409622 0.8385801315307617 0.16141986846923828 9.170651173917577e-05 5.013770874029433e-07]
60,-20,70,[4.1518322291267395e-07 6.630005373153836e-05 0.02048378251492977 1 0.0038895325269550085 1.783069592420361e-06],[2.8648066290770657e-05 0.08539249747991562 0.9396110773086548 0.06038897484540939 8.060842810664326e-05 6.107543413236272e-07]
60,-20,80,[3.9835452980696573e-07 3.852029112749733e-05 0.008602743968367577 1 0.010701348073780537 2.7726807729777647e-06],[0.0002020589163294062 0.38028866052627563 0.6197113394737244 0.03212610259652138 5.9202793636359274e-05 6.08894652032177e-07]
60,-20,90,[6.713523816870293e-07 4.710548819275573e-05 0.004971835296601057 1 0.040374912321567535 7.874625225667842e-06],[0.001654831343330443 0.8762564659118652 0.12374360859394073 0.0043963417410850525 1.6341533410013653e-05 0]
60,-20,100,[3.882234977936605e-06 0.0003200229548383504 0.045154619961977005 1 0.03240538761019707 2.4066997866611928e-05],[0.12901000678539276 0.870989978313446 0.06422027945518494 0.003958691377192736 0.00013756693806499243 1.4393110632227035e-06]
60,-30,0,[0.49354082345962524 0.4813508689403534 0.025108305737376213 0.020259838551282883 0.0009344025165773928 2.3455215341527946e-05],[3.826074316748418e-05 0.0016363488975912333 0.05367615446448326 0.9316320419311523 0.06836794316768646 0.0007377797737717628]
60,-30,10,[6.308252977760276e-06 0.010432116687297821 0.425615519285202 0.5743845105171204 0.001976961502805352 9.5507475634804e-06],[4.0619426044941065e-07 3.160256892442703e-05 0.008312308229506016 1 0.020057791844010353 5.2538302952598315e-06]
60,-30,20,[2.8180429580970667e-06 0.00332771148532629 0.3702307343482971 0.6297692656517029 0.0009481065790168941 3.437323357502464e-06],[2.997707042595721e-07 2.5817022105911747e-05 0.011932013556361198 1 0.006504272110760212 1.991619001273648e-06]
60,-30,30,[2.410269189567771e-06 0.003107587108388543 0.39928174018859863 0.6007182598114014 0.0006391840288415551 2.0597024104063166e-06],[4.415768160015432e-07 7.715365791227669e-05 0.03938840702176094 1 0.002200739923864603 1.2325862144280109e-06]
60,-30,40,[1.2824436907976633e-06 0.0010670466581359506 0.25681596994400024 0.7431840300559998 0.0007109283469617367 1.566366449878842e-06],[5.812686936224054e-07 0.00016354327090084553 0.09696529060602188 1 0.0010245140874758363 9.528510531708889e-07]
60,-30,50,[7.75236571826099e-07 0.00032131714397110045 0.08918588608503342 0.910814106464386 0.0009672532323747873 1.3164776646590326e-06],[1.6005808447516756e-06 0.0009818474063649774 0.3531893789768219 0.6468106508255005 0.00028192438185214996 7.427799459946982e-07]
60,-30,60,[7.528671517320618e-07 0.00029389376868493855 0.0843721404671669 0.9156278371810913 0.0010656422236934304 1.4497950360237155e-06],[4.644600721803727e-06 0.007844659499824047 0.7458130121231079 0.2541870176792145 0.00015590392285957932 7.544961704297748e-07]
60,-30,70,[4.752267557250889e-07 8.272585546365008e-05 0.02323640137910843 1 0.0039338176138699055 1.922496267070528e-06],[2.941416641988326e-05 0.0680554062128067 0.914442777633667 0.0855572447180748 0.00011611892114160582 8.485635589750018e-07]
60,-30,80,[4.429163027452887e-07 4.773641558131203e-05 0.010042131878435612 1 0.010527476668357849 2.9007424018345773e-06],[0.00020431024313438684 0.31633543968200684 0.6836645603179932 0.043891772627830505 7.983860996318981e-05 8.368601811525878e-07]
60,-30,90,[7.620793667229009e-07 5.8461144362809137e-05 0.00553120719268918 1 0.03995182365179062 8.40463508211542e-06],[0.0019092733273282647 0.8690387606620789 0.13096120953559875 0.004933074116706848 1.905120734591037e-05 3.3903486951203377e-07]
60,-30,100,[4.937820449413266e-06 0.00043355298112146556 0.04982608184218407 1 0.034066300839185715 2.812799903040286e-05],[0.2058824598789215 0.7941175103187561 0.06691116094589233 0.004483350086957216 0.00017821896472014487 1.8815721887222026e-06]
60,-40,0,[0.6525355577468872 0.3474644720554352 0.03235343471169472 0.01584444008767605 0.000809940043836832 2.0478481019381434e-05],[1.2188130313006695e-05 0.0002124434831785038 0.010406382381916046 0.8125189542770386 0.1874811053276062 0.002781716175377369]
60,-40,10,[7.052392447803868e-06 0.010941575281322002 0.4339880347251892 0.5660120248794556 0.002121121156960726 1.0813426342792809e-05],[3.8389165979424433e-07 1.8808226741384715e-05 0.004139663651585579 1 0.03919775411486626 8.201001946872566e-06]
60,-40,20,[2.909708882725681e-06 0.002971355337649584 0.35896992683410645 0.6410300731658936 0.0010296932887285948 3.603181767175556e-06],[2.7289522108731035e-07 1.5827636161702685e-05 0.006342862732708454 1 0.010968351736664772 2.4919452243921114e-06]
60,-40,30,[2.239657533209538e-06 0.0019656363874673843 0.3050556480884552 0.6949443817138672 0.0008804193348623812 2.381889544267324e-06],[2.53357370638696e-07 1.6542882804060355e-05 0.006771013606339693 1 0.00785670056939125 1.7288771232415456e-06]
60,-40,40,[1.5134618251977372e-06 0.0012114954879507422 0.26882368326187134 0.7311763167381287 0.0007888737018220127 1.770955805113772e-06],[4.6810214371362235e-07 8.66113041411154e-05 0.04806458204984665 1 0.001981279579922557 1.221735487888509e-06]
60,-40,50,[8.230377943618805e-07 0.00027261575451120734 0.08227928727865219 0.9177207350730896 0.0010595297208055854 1.402233920089202e-06],[1.1010206435457803e-06 0.0003297178482171148 0.14878003299236298 0.8512200117111206 0.0005461278487928212 9.264558684662916e-07]
60,-40,60,[8.256432124653657e-07 0.00026297030854038894 0.07759570330381393 0.9224042296409607 0.0012034199899062514 1.5905616237432696e-06],[3.3492578950244933e-06 0.0026448804419487715 0.513494074344635 0.486505925655365 0.00032966630533337593 1.0809037576109404e-06]
60,-40,70,[4.858978854827001e-07 7.297281263163313e-05 0.0214743260294199 1 0.004172073677182198 1.9715346297743963e-06],[2.2568186977878213e-05 0.0366329587996006 0.8682348132133484 0.13176517188549042 0.00016788480570539832 1.0791875411086949e-06]
60,-40,80,[4.686138197484979e-07 4.194634675513953e-05 0.008857113309204578 1 0.011839903891086578 3.1689148727309657e-06],[0.00019806560885626823 0.25603407621383667 0.7439659237861633 0.05770460143685341 0.00011381808144506067 1.1704073585860897e-06]
60,-40,90,[8.259294190793298e-07 5.338835035217926e-05 0.005055917892605066 1 0.04566389322280884 9.587371096131392e-06],[0.0020288019441068172 0.8479987382888794 0.1520012617111206 0.006588217336684465 2.7175281502422877e-05 4.984052566214814e-07]
60,-40,100,[6.541122274938971e-06 0.00046693251351825893 0.052471257746219635 1 0.039998434484004974 4.173978231847286e-05],[0.33631569147109985 0.6636842489242554 0.07238994538784027 0.006599730812013149 0.00037443579640239477 4.980423909728415e-06]
60,-50,0,[0.8143863677978516 0.18561367690563202 0.020248234272003174 0.00992303155362606 0.0005645230994559824 1.541228084533941e-05],[5.371916813601274e-06 2.5840268790489063e-05 0.0008715383592061698 0.31787109375 0.6821288466453552 0.04364456981420517]
60,-50,10,[8.155462637660094e-06 0.009588736109435558 0.3618365526199341 0.6381635069847107 0.002941225655376911 1.5851219359319657e-05],[3.648499102837377e-07 9.45057581702713e-06 0.0012466186890378594 0.9030312895774841 0.09696869552135468 2.582723755040206e-05]
60,-50,20,[3.4640677313291235e-06 0.0028201148379594088 0.2849411368370056 0.7150588035583496 0.001597328344359994 5.684145889972569e-06],[2.515464814223378e-07 7.576667485409416e-06 0.0015954935224726796 1 0.057867176830768585 7.804542292433325e-06]
60,-50,30,[2.715870323299896e-06 0.002007325179874897 0.2479589730501175 0.7520410418510437 0.0013098737690597773 3.5689772630576044e-06],[2.2877463834447553e-07 7.745856237306725e-06 0.0016360629815608263 1 0.04161769524216652 5.066502581030363e-06]
60,-50,40,[1.7373016589772305e-06 0.0009455708786845207 0.1629687398672104 0.8370312452316284 0.001493980991654098 2.9514362722693477e-06],[2.429881931220734e-07 1.0686704627005383e-05 0.0027500896248966455 1 0.025230716913938522 3.793919631789322e-06]
60,-50,50,[1.1906357713087345e-06 0.00045371410669758916 0.09307700395584106 0.9069229960441589 0.0014485823921859264 2.161909151254804e-06],[6.845310167591379e-07 0.00010958896018564701 0.05145330727100372 1 0.0021049471106380224 1.6050813655965612e-06]
60,-50,60,[9.205230639963702e-07 0.00028879859019070864 0.06455367058515549 0.9354462623596191 0.0018609475810080767 2.34297476708889e-06],[1.938412196977879e-06 0.000747155980207026 0.16905620694160461 0.8309438228607178 0.0010799012379720807 1.829003508646565e-06]
60,-50,70,[6.019662919243274e-07 8.955024532042444e-05 0.02182512916624546 1 0.006163121201097965 3.0236180919018807e-06],[1.536638410470914e-05 0.012063026428222656 0.6341407299041748 0.3658592700958252 0.0004932001465931535 2.2552649170393124e-06]
60,-50,80,[6.079653758206405e-07 5.884431811864488e-05 0.010974135249853134 1 0.015777215361595154 5.0256790018465836e-06],[0.0001489443820901215 0.10671507567167282 0.7843566536903381 0.10892823338508606 0.0003154006553813815 3.0470164347207174e-06]
60,-50,90,[1.065758283402829e-06 7.429705146932974e-05 0.006657373625785112 1 0.052983470261096954 1.4649447621195577e-05],[0.0020075945649296045 0.7519293427467346 0.24807067215442657 0.016554206609725952 7.305635517695919e-05 1.442064217371808e-06]
60,-50,100,[1.0519569514144678e-05 0.0006567584350705147 0.053060226142406464 0.9660599827766418 0.03393996134400368 9.182899520965293e-05],[0.3330642879009247 0.576149046421051 0.09078660607337952 0.01945314183831215 0.0016809293301776052 3.0265384339145385e-05]
60,-60,0,[1 0.04731915146112442 0.0026912817265838385 0.001533147762529552 0.00021133651898708194 8.060027539613657e-06],[1.0153357834497001e-05 1.980112756427843e-05 0.0004025172966066748 0.10746893286705017 0.46598395705223083 0.4265470802783966]
60,-60,10,[9.747050171426963e-06 0.013086970895528793 0.3938594162464142 0.6061406135559082 0.0028454770799726248 1.927243465615902e-05],[4.2689981682997313e-07 1.1075394468207378e-05 0.0012986748479306698 0.888506293296814 0.11149377375841141 3.7544908991549164e-05]
60,-60,20,[3.839147211692762e-06 0.003445381298661232 0.32758089900016785 0.6724190711975098 0.0013847430236637592 6.130424935690826e-06],[2.849431552931492e-07 9.886790394375566e-06 0.002217967761680484 1 0.04381458833813667 7.846855623938609e-06]
60,-60,30,[2.968639591927058e-06 0.002396170748397708 0.29665106534957886 0.7033489346504211 0.0010994579643011093 3.7802337828907184e-06],[2.695733485325036e-07 1.2467115993786138e-05 0.0032681028824299574 1 0.021989615634083748 4.172465651208768e-06]
60,-60,40,[1.836455680859217e-06 0.0012410158524289727 0.2468821406364441 0.7531178593635559 0.001003702636808157 2.738811872404767e-06],[3.440324292114383e-07 3.134770304313861e-05 0.013361843302845955 1 0.006356557831168175 2.332950316485949e-06]
60,-60,50,[1.5448572412424255e-06 0.0005306536913849413 0.11234382539987564 0.8876561522483826 0.0013921867357566953 3.0659521144116297e-06],[6.648681392107392e-07 7.531178562203422e-05 0.03304680064320564 1 0.003123916918411851 2.781487410175032e-06]
60,-60,60,[1.0079601224788348e-06 0.000266586517682299 0.061153437942266464 0.9388465285301208 0.0016645061550661922 2.4921237127273344e-06],[2.9709153750445694e-06 0.001251545618288219 0.2690734565258026 0.7309265732765198 0.0008294060826301575 2.2594724669033894e-06]
60,-60,70,[6.483156198555662e-07 9.935432171914726e-05 0.02539815567433834 1 0.004996445029973984 3.1864014999882784e-06],[1.768792026268784e-05 0.016071058809757233 0.7019293904304504 0.2980705797672272 0.0004708376945927739 2.80014637610293e-06]
60,-60,80,[6.265225351853587e-07 6.168438994791359e-05 0.012098418548703194 1 0.012867184355854988 4.9600998863752466e-06],[0.00017863007087726146 0.1721499115228653 0.7510241270065308 0.07682590931653976 0.00029543726122938097 3.571379920686013e-06]
60,-60,90,[1.120885258387716e-06 7.44674471206963e-05 0.00643343897536397 1 0.04952271282672882 1.5548903320450336e-05],[0.0022008030209690332 0.8252054452896118 0.17479456961154938 0.012213649228215218 7.165168790379539e-05 1.6316940900651389e-06]
60,-60,100,[1.768657057255041e-05 0.0009800568222999573 0.03821737319231033 0.9617825746536255 0.06018150970339775 0.0001782455074135214],[0.5643942356109619 0.30684295296669006 0.04641423001885414 0.008757864125072956 0.0016987029230222106 5.122989387018606e-05]
